date,numbers,number of full data,number of train data,start,end,acc,loss,recall,precision,F1_micro,F1_macro,average_acc,,,,,,,,,,,,,
03:27.0,2,500,400,21000,21500,60.00%,102.14%,60.00%,60.00%,60.00%,52.38%,55.00%,,,,,,,,,,,,,
08:09.4,3,500,400,21000,21500,54.00%,78.73%,54.00%,54.00%,54.00%,41.65%,54.67%,,,,,,,,,,,,,
13:11.0,4,500,400,21000,21500,76.00%,54.91%,76.00%,76.00%,76.00%,75.00%,60.00%,,,,,,,,,,,,,
18:14.7,5,500,400,21000,21500,80.00%,44.73%,80.00%,80.00%,80.00%,79.71%,64.00%,,,,,,,,,,,,,
23:23.1,1,500,400,21500,22000,82.00%,51.10%,82.00%,82.00%,82.00%,81.64%,82.00%,,,,,,,,,,,,,
28:27.8,2,500,400,21500,22000,84.00%,41.70%,84.00%,84.00%,84.00%,83.58%,83.00%,,,,,,,,,,,,,
33:07.5,3,500,400,21500,22000,92.00%,30.29%,92.00%,92.00%,92.00%,91.32%,86.00%,,,,,,,,,,,,,
37:40.9,4,500,400,21500,22000,60.00%,85.13%,60.00%,60.00%,60.00%,59.42%,79.50%,,,,,,,,,,,,,
42:10.3,5,500,400,21500,22000,94.00%,26.11%,94.00%,94.00%,94.00%,93.56%,82.40%,,,,,,,,,,,,,
46:44.9,1,500,400,22000,22500,64.00%,80.85%,64.00%,64.00%,64.00%,59.89%,64.00%,,,,,,,,,,,,,
51:18.0,2,500,400,22000,22500,80.00%,35.58%,80.00%,80.00%,80.00%,79.47%,72.00%,,,,,,,,,,,,,
55:47.8,3,500,400,22000,22500,90.00%,26.25%,90.00%,90.00%,90.00%,90.00%,78.00%,,,,,,,,,,,,,
00:23.2,4,500,400,22000,22500,92.00%,26.22%,92.00%,92.00%,92.00%,91.99%,81.50%,,,,,,,,,,,,,
04:53.1,5,500,400,22000,22500,72.00%,58.26%,72.00%,72.00%,72.00%,69.62%,79.60%,,,,,,,,,,,,,
09:27.3,1,500,400,22500,23000,84.00%,32.99%,84.00%,84.00%,84.00%,83.58%,84.00%,,,,,,,,,,,,,
13:57.8,2,500,400,22500,23000,78.00%,38.04%,78.00%,78.00%,78.00%,77.92%,81.00%,,,,,,,,,,,,,
18:27.9,3,500,400,22500,23000,82.00%,33.90%,82.00%,82.00%,82.00%,81.82%,81.33%,,,,,,,,,,,,,
23:23.9,4,500,400,22500,23000,90.00%,27.74%,90.00%,90.00%,90.00%,89.80%,83.50%,,,,,,,,,,,,,
28:22.2,5,500,400,22500,23000,84.00%,34.05%,84.00%,84.00%,84.00%,82.64%,83.60%,,,,,,,,,,,,,
33:23.1,1,500,400,23000,23500,82.00%,45.34%,82.00%,82.00%,82.00%,81.93%,82.00%,,,,,,,,,,,,,
38:09.6,2,500,400,23000,23500,72.00%,59.93%,72.00%,72.00%,72.00%,66.67%,77.00%,,,,,,,,,,,,,
42:41.8,3,500,400,23000,23500,84.00%,39.88%,84.00%,84.00%,84.00%,83.33%,79.33%,,,,,,,,,,,,,
47:12.3,4,500,400,23000,23500,76.00%,63.61%,76.00%,76.00%,76.00%,73.26%,78.50%,,,,,,,,,,,,,
51:41.6,5,500,400,23000,23500,78.00%,66.49%,78.00%,78.00%,78.00%,77.99%,78.40%,,,,,,,,,,,,,
56:18.3,1,500,400,23500,24000,88.00%,29.87%,88.00%,88.00%,88.00%,87.50%,88.00%,,,,,,,,,,,,,
00:49.1,2,500,400,23500,24000,78.00%,58.74%,78.00%,78.00%,78.00%,77.92%,83.00%,,,,,,,,,,,,,
05:19.2,3,500,400,23500,24000,80.00%,43.02%,80.00%,80.00%,80.00%,76.19%,82.00%,,,,,,,,,,,,,
09:50.4,4,500,400,23500,24000,90.00%,28.83%,90.00%,90.00%,90.00%,89.67%,84.00%,,,,,,,,,,,,,
14:20.1,5,500,400,23500,24000,92.00%,33.29%,92.00%,92.00%,92.00%,91.67%,85.60%,,,,,,,,,,,,,
18:56.5,1,500,400,24000,24500,84.00%,34.14%,84.00%,84.00%,84.00%,83.97%,84.00%,,,,,,,,,,,,,
23:27.2,2,500,400,24000,24500,82.00%,38.11%,82.00%,82.00%,82.00%,81.40%,83.00%,,,,,,,,,,,,,
27:58.8,3,500,400,24000,24500,80.00%,46.48%,80.00%,80.00%,80.00%,79.47%,82.00%,,,,,,,,,,,,,
32:28.6,4,500,400,24000,24500,72.00%,56.54%,72.00%,72.00%,72.00%,69.62%,79.50%,,,,,,,,,,,,,
36:56.0,5,500,400,24000,24500,80.00%,61.87%,80.00%,80.00%,80.00%,79.47%,79.60%,,,,,,,,,,,,,
41:29.2,1,500,400,24500,25000,92.00%,19.48%,92.00%,92.00%,92.00%,91.88%,92.00%,,,,,,,,,,,,,
45:58.7,2,500,400,24500,25000,86.00%,36.05%,86.00%,86.00%,86.00%,85.95%,89.00%,,,,,,,,,,,,,
50:28.1,3,500,400,24500,25000,88.00%,32.73%,88.00%,88.00%,88.00%,87.92%,88.67%,,,,,,,,,,,,,
54:58.6,4,500,400,24500,25000,52.00%,72.64%,52.00%,52.00%,52.00%,42.86%,79.50%,,,,,,,,,,,,,
00:01.3,5,500,400,24500,25000,94.00%,26.24%,94.00%,94.00%,94.00%,93.94%,82.40%,,,,,,,,,,,,,
05:06.0,1,500,400,25000,25500,82.00%,39.81%,82.00%,82.00%,82.00%,80.69%,82.00%,,,,,,,,,,,,,
10:05.0,2,500,400,25000,25500,90.00%,32.20%,90.00%,90.00%,90.00%,89.49%,86.00%,,,,,,,,,,,,,
14:34.9,3,500,400,25000,25500,84.00%,42.33%,84.00%,84.00%,84.00%,82.64%,85.33%,,,,,,,,,,,,,
19:04.9,4,500,400,25000,25500,88.00%,39.37%,88.00%,88.00%,88.00%,87.27%,86.00%,,,,,,,,,,,,,
23:36.4,5,500,400,25000,25500,86.00%,36.23%,86.00%,86.00%,86.00%,85.72%,86.00%,,,,,,,,,,,,,
28:11.9,1,500,400,25500,26000,84.00%,38.15%,84.00%,84.00%,84.00%,83.77%,84.00%,,,,,,,,,,,,,
32:40.4,2,500,400,25500,26000,84.00%,40.88%,84.00%,84.00%,84.00%,83.58%,84.00%,,,,,,,,,,,,,
37:12.9,3,500,400,25500,26000,84.00%,35.45%,84.00%,84.00%,84.00%,83.90%,84.00%,,,,,,,,,,,,,
41:42.1,4,500,400,25500,26000,92.00%,31.02%,92.00%,92.00%,92.00%,91.99%,86.00%,,,,,,,,,,,,,
46:12.9,5,500,400,25500,26000,72.00%,63.01%,72.00%,72.00%,72.00%,71.26%,83.20%,,,,,,,,,,,,,
50:50.1,1,500,400,26000,26500,90.00%,23.75%,90.00%,90.00%,90.00%,89.67%,90.00%,,,,,,,,,,,,,
55:20.0,2,500,400,26000,26500,96.00%,19.15%,96.00%,96.00%,96.00%,95.94%,93.00%,,,,,,,,,,,,,
59:52.5,3,500,400,26000,26500,92.00%,28.06%,92.00%,92.00%,92.00%,91.95%,92.67%,,,,,,,,,,,,,
04:22.0,4,500,400,26000,26500,90.00%,27.90%,90.00%,90.00%,90.00%,90.00%,92.00%,,,,,,,,,,,,,
08:52.0,5,500,400,26000,26500,94.00%,18.98%,94.00%,94.00%,94.00%,93.98%,92.40%,,,,,,,,,,,,,
13:27.2,1,500,400,26500,27000,84.00%,33.02%,84.00%,84.00%,84.00%,83.02%,84.00%,,,,,,,,,,,,,
18:13.7,2,500,400,26500,27000,64.00%,65.37%,64.00%,64.00%,64.00%,47.55%,74.00%,,,,,,,,,,,,,
22:56.5,3,500,400,26500,27000,80.00%,49.58%,80.00%,80.00%,80.00%,79.97%,76.00%,,,,,,,,,,,,,
27:25.5,4,500,400,26500,27000,86.00%,35.26%,86.00%,86.00%,86.00%,85.29%,78.50%,,,,,,,,,,,,,
31:55.4,5,500,400,26500,27000,86.00%,41.16%,86.00%,86.00%,86.00%,85.72%,80.00%,,,,,,,,,,,,,
36:31.3,1,500,400,27000,27500,94.00%,17.28%,94.00%,94.00%,94.00%,93.69%,94.00%,,,,,,,,,,,,,
40:59.6,2,500,400,27000,27500,88.00%,37.41%,88.00%,88.00%,88.00%,86.98%,91.00%,,,,,,,,,,,,,
45:27.4,3,500,400,27000,27500,90.00%,23.48%,90.00%,90.00%,90.00%,89.67%,90.67%,,,,,,,,,,,,,
49:56.1,4,500,400,27000,27500,86.00%,25.45%,86.00%,86.00%,86.00%,85.95%,89.50%,,,,,,,,,,,,,
54:22.7,5,500,400,27000,27500,66.00%,70.49%,66.00%,66.00%,66.00%,64.86%,84.80%,,,,,,,,,,,,,
59:00.9,1,500,400,27500,28000,80.00%,53.17%,80.00%,80.00%,80.00%,79.47%,80.00%,,,,,,,,,,,,,
03:57.7,2,500,400,27500,28000,80.00%,42.33%,80.00%,80.00%,80.00%,79.97%,80.00%,,,,,,,,,,,,,
08:34.9,3,500,400,27500,28000,78.00%,44.39%,78.00%,78.00%,78.00%,76.88%,79.33%,,,,,,,,,,,,,
13:04.4,4,500,400,27500,28000,80.00%,43.19%,80.00%,80.00%,80.00%,79.71%,79.50%,,,,,,,,,,,,,
17:34.4,5,500,400,27500,28000,84.00%,37.21%,84.00%,84.00%,84.00%,84.00%,80.40%,,,,,,,,,,,,,
22:05.6,1,500,400,28000,28500,84.00%,35.62%,84.00%,84.00%,84.00%,83.02%,84.00%,,,,,,,,,,,,,
26:35.3,2,500,400,28000,28500,60.00%,116.70%,60.00%,60.00%,60.00%,57.56%,72.00%,,,,,,,,,,,,,
31:03.3,3,500,400,28000,28500,84.00%,42.14%,84.00%,84.00%,84.00%,83.58%,76.00%,,,,,,,,,,,,,
35:34.5,4,500,400,28000,28500,42.00%,85.49%,42.00%,42.00%,42.00%,29.58%,67.50%,,,,,,,,,,,,,
40:06.2,5,500,400,28000,28500,84.00%,35.45%,84.00%,84.00%,84.00%,83.90%,70.80%,,,,,,,,,,,,,
44:36.6,1,500,400,28500,29000,74.00%,45.50%,74.00%,74.00%,74.00%,72.68%,74.00%,,,,,,,,,,,,,
49:06.0,2,500,400,28500,29000,74.00%,49.50%,74.00%,74.00%,74.00%,72.11%,74.00%,,,,,,,,,,,,,
53:38.4,3,500,400,28500,29000,92.00%,24.78%,92.00%,92.00%,92.00%,91.95%,80.00%,,,,,,,,,,,,,
58:09.1,4,500,400,28500,29000,84.00%,38.15%,84.00%,84.00%,84.00%,83.58%,81.00%,,,,,,,,,,,,,
02:39.3,5,500,400,28500,29000,80.00%,37.76%,80.00%,80.00%,80.00%,79.97%,80.80%,,,,,,,,,,,,,
07:21.1,1,500,400,29000,29500,82.00%,44.80%,82.00%,82.00%,82.00%,81.99%,82.00%,,,,,,,,,,,,,
12:21.3,2,500,400,29000,29500,84.00%,56.35%,84.00%,84.00%,84.00%,83.97%,83.00%,,,,,,,,,,,,,
17:23.5,3,500,400,29000,29500,82.00%,47.82%,82.00%,82.00%,82.00%,81.64%,82.67%,,,,,,,,,,,,,
22:26.2,4,500,400,29000,29500,82.00%,47.74%,82.00%,82.00%,82.00%,81.99%,82.50%,,,,,,,,,,,,,
27:26.8,5,500,400,29000,29500,80.00%,45.97%,80.00%,80.00%,80.00%,80.00%,82.00%,,,,,,,,,,,,,
32:21.4,1,500,400,29500,30000,88.00%,23.00%,88.00%,88.00%,88.00%,87.68%,88.00%,,,,,,,,,,,,,
36:55.3,2,500,400,29500,30000,90.00%,24.62%,90.00%,90.00%,90.00%,90.00%,89.00%,,,,,,,,,,,,,
41:24.5,3,500,400,29500,30000,82.00%,36.83%,82.00%,82.00%,82.00%,81.82%,86.67%,,,,,,,,,,,,,
45:53.8,4,500,400,29500,30000,82.00%,41.27%,82.00%,82.00%,82.00%,81.82%,85.50%,,,,,,,,,,,,,
50:25.5,5,500,400,29500,30000,94.00%,17.08%,94.00%,94.00%,94.00%,93.94%,87.20%,,,,,,,,,,,,,
55:00.2,1,500,400,30000,30500,90.00%,40.05%,90.00%,90.00%,90.00%,89.01%,90.00%,,,,,,,,,,,,,
59:28.8,2,500,400,30000,30500,86.00%,37.35%,86.00%,86.00%,86.00%,84.98%,88.00%,,,,,,,,,,,,,
03:57.5,3,500,400,30000,30500,90.00%,27.81%,90.00%,90.00%,90.00%,89.49%,88.67%,,,,,,,,,,,,,
08:27.1,4,500,400,30000,30500,90.00%,28.69%,90.00%,90.00%,90.00%,89.27%,89.00%,,,,,,,,,,,,,
12:55.8,5,500,400,30000,30500,86.00%,32.67%,86.00%,86.00%,86.00%,84.17%,88.40%,,,,,,,,,,,,,
17:35.2,1,500,400,30500,31000,70.00%,64.69%,70.00%,70.00%,70.00%,69.89%,70.00%,,,,,,,,,,,,,
22:04.9,2,500,400,30500,31000,90.00%,27.82%,90.00%,90.00%,90.00%,89.67%,80.00%,,,,,,,,,,,,,
26:32.7,3,500,400,30500,31000,90.00%,25.49%,90.00%,90.00%,90.00%,89.49%,83.33%,,,,,,,,,,,,,
31:00.5,4,500,400,30500,31000,86.00%,37.91%,86.00%,86.00%,86.00%,85.53%,84.00%,,,,,,,,,,,,,
35:31.9,5,500,400,30500,31000,88.00%,37.49%,88.00%,88.00%,88.00%,86.63%,84.80%,,,,,,,,,,,,,
40:06.1,1,500,400,31000,31500,92.00%,24.93%,92.00%,92.00%,92.00%,91.79%,92.00%,,,,,,,,,,,,,
44:36.1,2,500,400,31000,31500,92.00%,27.98%,92.00%,92.00%,92.00%,91.51%,92.00%,,,,,,,,,,,,,
49:07.9,3,500,400,31000,31500,92.00%,26.95%,92.00%,92.00%,92.00%,91.51%,92.00%,,,,,,,,,,,,,
53:39.2,4,500,400,31000,31500,80.00%,38.51%,80.00%,80.00%,80.00%,80.00%,89.00%,,,,,,,,,,,,,
58:08.9,5,500,400,31000,31500,86.00%,34.21%,86.00%,86.00%,86.00%,84.98%,88.40%,,,,,,,,,,,,,
02:42.8,1,500,400,31500,32000,52.00%,69.87%,52.00%,52.00%,52.00%,37.63%,52.00%,,,,,,,,,,,,,
07:13.6,2,500,400,31500,32000,84.00%,47.85%,84.00%,84.00%,84.00%,83.58%,68.00%,,,,,,,,,,,,,
11:44.5,3,500,400,31500,32000,82.00%,38.41%,82.00%,82.00%,82.00%,81.93%,72.67%,,,,,,,,,,,,,
16:16.7,4,500,400,31500,32000,82.00%,35.10%,82.00%,82.00%,82.00%,81.93%,75.00%,,,,,,,,,,,,,
20:47.3,5,500,400,31500,32000,84.00%,42.66%,84.00%,84.00%,84.00%,83.90%,76.80%,,,,,,,,,,,,,
25:21.0,1,500,400,32000,32500,80.00%,51.71%,80.00%,80.00%,80.00%,79.87%,80.00%,,,,,,,,,,,,,
29:54.2,2,500,400,32000,32500,76.00%,51.08%,76.00%,76.00%,76.00%,75.00%,78.00%,,,,,,,,,,,,,
34:23.7,3,500,400,32000,32500,80.00%,55.79%,80.00%,80.00%,80.00%,79.47%,78.67%,,,,,,,,,,,,,
38:56.6,4,500,400,32000,32500,76.00%,49.97%,76.00%,76.00%,76.00%,75.37%,78.00%,,,,,,,,,,,,,
43:57.1,5,500,400,32000,32500,84.00%,47.49%,84.00%,84.00%,84.00%,83.97%,79.20%,,,,,,,,,,,,,
48:59.3,1,500,400,32500,33000,84.00%,46.00%,84.00%,84.00%,84.00%,83.97%,84.00%,,,,,,,,,,,,,
53:30.1,2,500,400,32500,33000,86.00%,39.30%,86.00%,86.00%,86.00%,85.86%,85.00%,,,,,,,,,,,,,
58:02.4,3,500,400,32500,33000,84.00%,52.44%,84.00%,84.00%,84.00%,83.97%,84.67%,,,,,,,,,,,,,
02:33.1,4,500,400,32500,33000,72.00%,56.55%,72.00%,72.00%,72.00%,71.26%,81.50%,,,,,,,,,,,,,
07:04.9,5,500,400,32500,33000,82.00%,40.27%,82.00%,82.00%,82.00%,81.64%,81.60%,,,,,,,,,,,,,
11:41.5,1,500,400,33000,33500,76.00%,50.66%,76.00%,76.00%,76.00%,75.85%,76.00%,,,,,,,,,,,,,
16:14.9,2,500,400,33000,33500,92.00%,21.26%,92.00%,92.00%,92.00%,91.67%,84.00%,,,,,,,,,,,,,
20:43.6,3,500,400,33000,33500,94.00%,21.70%,94.00%,94.00%,94.00%,93.94%,87.33%,,,,,,,,,,,,,
25:12.7,4,500,400,33000,33500,94.00%,23.11%,94.00%,94.00%,94.00%,93.94%,89.00%,,,,,,,,,,,,,
29:56.4,5,500,400,33000,33500,70.00%,72.84%,70.00%,70.00%,70.00%,69.40%,85.20%,,,,,,,,,,,,,
35:00.5,1,500,400,33500,34000,80.00%,45.03%,80.00%,80.00%,80.00%,79.97%,80.00%,,,,,,,,,,,,,
40:02.0,2,500,400,33500,34000,78.00%,51.75%,78.00%,78.00%,78.00%,77.99%,79.00%,,,,,,,,,,,,,
45:05.0,3,500,400,33500,34000,76.00%,54.05%,76.00%,76.00%,76.00%,73.96%,78.00%,,,,,,,,,,,,,
49:38.9,4,500,400,33500,34000,80.00%,48.03%,80.00%,80.00%,80.00%,79.47%,78.50%,,,,,,,,,,,,,
54:11.5,5,500,400,33500,34000,82.00%,51.87%,82.00%,82.00%,82.00%,81.99%,79.20%,,,,,,,,,,,,,
58:46.2,1,500,400,34000,34500,82.00%,51.37%,82.00%,82.00%,82.00%,81.99%,82.00%,,,,,,,,,,,,,
03:18.9,2,500,400,34000,34500,82.00%,45.46%,82.00%,82.00%,82.00%,81.99%,82.00%,,,,,,,,,,,,,
07:48.1,3,500,400,34000,34500,80.00%,44.31%,80.00%,80.00%,80.00%,80.00%,81.33%,,,,,,,,,,,,,
12:16.4,4,500,400,34000,34500,76.00%,60.22%,76.00%,76.00%,76.00%,75.96%,80.00%,,,,,,,,,,,,,
16:48.3,5,500,400,34000,34500,80.00%,54.83%,80.00%,80.00%,80.00%,79.71%,80.00%,,,,,,,,,,,,,
21:21.6,1,500,400,34500,35000,90.00%,22.45%,90.00%,90.00%,90.00%,88.69%,90.00%,,,,,,,,,,,,,
25:49.8,2,500,400,34500,35000,86.00%,36.72%,86.00%,86.00%,86.00%,85.72%,88.00%,,,,,,,,,,,,,
30:17.3,3,500,400,34500,35000,88.00%,31.15%,88.00%,88.00%,88.00%,86.98%,88.00%,,,,,,,,,,,,,
34:46.4,4,500,400,34500,35000,76.00%,42.18%,76.00%,76.00%,76.00%,76.00%,85.00%,,,,,,,,,,,,,
39:19.6,5,500,400,34500,35000,86.00%,31.31%,86.00%,86.00%,86.00%,84.98%,85.20%,,,,,,,,,,,,,
43:54.6,1,500,400,35000,35500,80.00%,37.58%,80.00%,80.00%,80.00%,79.47%,80.00%,,,,,,,,,,,,,
48:25.9,2,500,400,35000,35500,74.00%,52.55%,74.00%,74.00%,74.00%,73.48%,77.00%,,,,,,,,,,,,,
52:57.6,3,500,400,35000,35500,52.00%,69.10%,52.00%,52.00%,52.00%,34.21%,68.67%,,,,,,,,,,,,,
57:28.4,4,500,400,35000,35500,88.00%,25.46%,88.00%,88.00%,88.00%,88.00%,73.50%,,,,,,,,,,,,,
01:59.9,5,500,400,35000,35500,88.00%,25.74%,88.00%,88.00%,88.00%,88.00%,76.40%,,,,,,,,,,,,,
06:33.1,1,500,400,35500,36000,92.00%,25.07%,92.00%,92.00%,92.00%,92.00%,92.00%,,,,,,,,,,,,,
11:02.0,2,500,400,35500,36000,64.00%,61.08%,64.00%,64.00%,64.00%,61.80%,78.00%,,,,,,,,,,,,,
15:30.3,3,500,400,35500,36000,90.00%,28.00%,90.00%,90.00%,90.00%,90.00%,82.00%,,,,,,,,,,,,,
19:56.1,4,500,400,35500,36000,82.00%,39.13%,82.00%,82.00%,82.00%,81.40%,82.00%,,,,,,,,,,,,,
24:24.1,5,500,400,35500,36000,46.00%,71.44%,46.00%,46.00%,46.00%,31.51%,74.80%,,,,,,,,,,,,,
28:52.9,1,500,400,36000,36500,84.00%,32.74%,84.00%,84.00%,84.00%,84.00%,84.00%,,,,,,,,,,,,,
33:19.8,2,500,400,36000,36500,86.00%,41.98%,86.00%,86.00%,86.00%,85.99%,85.00%,,,,,,,,,,,,,
37:45.4,3,500,400,36000,36500,84.00%,34.69%,84.00%,84.00%,84.00%,83.77%,84.67%,,,,,,,,,,,,,
42:09.3,4,500,400,36000,36500,92.00%,17.54%,92.00%,92.00%,92.00%,91.88%,86.50%,,,,,,,,,,,,,
46:35.4,5,500,400,36000,36500,92.00%,25.09%,92.00%,92.00%,92.00%,91.67%,87.60%,,,,,,,,,,,,,
51:00.0,1,500,400,36500,37000,82.00%,37.22%,82.00%,82.00%,82.00%,81.99%,82.00%,,,,,,,,,,,,,
55:22.4,2,500,400,36500,37000,70.00%,64.09%,70.00%,70.00%,70.00%,68.47%,76.00%,,,,,,,,,,,,,
59:45.5,3,500,400,36500,37000,88.00%,40.71%,88.00%,88.00%,88.00%,87.92%,80.00%,,,,,,,,,,,,,
04:07.8,4,500,400,36500,37000,88.00%,38.65%,88.00%,88.00%,88.00%,87.98%,82.00%,,,,,,,,,,,,,
08:29.4,5,500,400,36500,37000,82.00%,53.77%,82.00%,82.00%,82.00%,81.82%,82.00%,,,,,,,,,,,,,
12:55.6,1,500,400,37000,37500,88.00%,32.78%,88.00%,88.00%,88.00%,87.27%,88.00%,,,,,,,,,,,,,
17:17.9,2,500,400,37000,37500,90.00%,25.24%,90.00%,90.00%,90.00%,89.27%,89.00%,,,,,,,,,,,,,
21:40.5,3,500,400,37000,37500,90.00%,35.41%,90.00%,90.00%,90.00%,89.80%,89.33%,,,,,,,,,,,,,
26:01.0,4,500,400,37000,37500,84.00%,40.87%,84.00%,84.00%,84.00%,83.90%,88.00%,,,,,,,,,,,,,
30:23.0,5,500,400,37000,37500,90.00%,28.42%,90.00%,90.00%,90.00%,89.01%,88.40%,,,,,,,,,,,,,
34:49.2,1,500,400,37500,38000,84.00%,40.76%,84.00%,84.00%,84.00%,83.33%,84.00%,,,,,,,,,,,,,
39:12.8,2,500,400,37500,38000,84.00%,39.03%,84.00%,84.00%,84.00%,83.58%,84.00%,,,,,,,,,,,,,
43:31.0,3,500,400,37500,38000,66.00%,57.00%,66.00%,66.00%,66.00%,64.86%,78.00%,,,,,,,,,,,,,
47:50.3,4,500,400,37500,38000,88.00%,34.40%,88.00%,88.00%,88.00%,87.50%,80.50%,,,,,,,,,,,,,
52:08.8,5,500,400,37500,38000,82.00%,43.67%,82.00%,82.00%,82.00%,81.08%,80.80%,,,,,,,,,,,,,
56:32.3,1,500,400,38000,38500,74.00%,55.04%,74.00%,74.00%,74.00%,73.13%,74.00%,,,,,,,,,,,,,
00:52.2,2,500,400,38000,38500,76.00%,49.53%,76.00%,76.00%,76.00%,75.00%,75.00%,,,,,,,,,,,,,
05:11.0,3,500,400,38000,38500,92.00%,23.45%,92.00%,92.00%,92.00%,91.99%,80.67%,,,,,,,,,,,,,
09:29.9,4,500,400,38000,38500,92.00%,25.46%,92.00%,92.00%,92.00%,91.99%,83.50%,,,,,,,,,,,,,
13:49.5,5,500,400,38000,38500,88.00%,30.73%,88.00%,88.00%,88.00%,87.92%,84.40%,,,,,,,,,,,,,
18:12.4,1,500,400,38500,39000,80.00%,38.65%,80.00%,80.00%,80.00%,79.47%,80.00%,,,,,,,,,,,,,
22:33.0,2,500,400,38500,39000,86.00%,22.33%,86.00%,86.00%,86.00%,84.98%,83.00%,,,,,,,,,,,,,
26:54.3,3,500,400,38500,39000,86.00%,35.93%,86.00%,86.00%,86.00%,84.98%,84.00%,,,,,,,,,,,,,
31:13.5,4,500,400,38500,39000,86.00%,35.49%,86.00%,86.00%,86.00%,84.17%,84.50%,,,,,,,,,,,,,
35:34.7,5,500,400,38500,39000,84.00%,47.92%,84.00%,84.00%,84.00%,83.02%,84.40%,,,,,,,,,,,,,
39:59.9,1,500,400,39000,39500,76.00%,52.63%,76.00%,76.00%,76.00%,75.00%,76.00%,,,,,,,,,,,,,
44:18.0,2,500,400,39000,39500,88.00%,29.38%,88.00%,88.00%,88.00%,87.98%,82.00%,,,,,,,,,,,,,
48:37.9,3,500,400,39000,39500,80.00%,55.80%,80.00%,80.00%,80.00%,79.17%,81.33%,,,,,,,,,,,,,
52:58.7,4,500,400,39000,39500,78.00%,42.87%,78.00%,78.00%,78.00%,77.26%,80.50%,,,,,,,,,,,,,
57:18.4,5,500,400,39000,39500,88.00%,31.99%,88.00%,88.00%,88.00%,88.00%,82.00%,,,,,,,,,,,,,
01:42.3,1,500,400,39500,40000,88.00%,34.10%,88.00%,88.00%,88.00%,88.00%,88.00%,,,,,,,,,,,,,
06:01.6,2,500,400,39500,40000,82.00%,37.05%,82.00%,82.00%,82.00%,81.82%,85.00%,,,,,,,,,,,,,
10:22.8,3,500,400,39500,40000,90.00%,33.82%,90.00%,90.00%,90.00%,89.96%,86.67%,,,,,,,,,,,,,
14:42.6,4,500,400,39500,40000,84.00%,36.79%,84.00%,84.00%,84.00%,83.90%,86.00%,,,,,,,,,,,,,
19:03.2,5,500,400,39500,40000,84.00%,38.00%,84.00%,84.00%,84.00%,83.77%,85.60%,,,,,,,,,,,,,
23:27.9,1,500,400,40000,40500,74.00%,51.40%,74.00%,74.00%,74.00%,57.76%,74.00%,,,,,,,,,,,,,
27:47.3,2,500,400,40000,40500,74.00%,52.67%,74.00%,74.00%,74.00%,57.76%,74.00%,,,,,,,,,,,,,
32:07.3,3,500,400,40000,40500,86.00%,29.69%,86.00%,86.00%,86.00%,84.62%,78.00%,,,,,,,,,,,,,
36:28.6,4,500,400,40000,40500,80.00%,42.16%,80.00%,80.00%,80.00%,78.78%,78.50%,,,,,,,,,,,,,
40:49.1,5,500,400,40000,40500,84.00%,51.36%,84.00%,84.00%,84.00%,79.21%,79.60%,,,,,,,,,,,,,
45:14.3,1,500,400,40500,41000,84.00%,37.24%,84.00%,84.00%,84.00%,83.33%,84.00%,,,,,,,,,,,,,
49:35.1,2,500,400,40500,41000,84.00%,37.82%,84.00%,84.00%,84.00%,84.00%,84.00%,,,,,,,,,,,,,
53:56.0,3,500,400,40500,41000,84.00%,44.88%,84.00%,84.00%,84.00%,83.97%,84.00%,,,,,,,,,,,,,
58:17.3,4,500,400,40500,41000,90.00%,37.99%,90.00%,90.00%,90.00%,89.49%,85.50%,,,,,,,,,,,,,
02:36.6,5,500,400,40500,41000,88.00%,42.19%,88.00%,88.00%,88.00%,87.82%,86.00%,,,,,,,,,,,,,
07:02.1,1,500,400,41000,41500,92.00%,27.19%,92.00%,92.00%,92.00%,92.00%,92.00%,,,,,,,,,,,,,
11:23.8,2,500,400,41000,41500,84.00%,34.69%,84.00%,84.00%,84.00%,83.97%,88.00%,,,,,,,,,,,,,
15:44.6,3,500,400,41000,41500,82.00%,40.31%,82.00%,82.00%,82.00%,81.64%,86.00%,,,,,,,,,,,,,
20:04.9,4,500,400,41000,41500,92.00%,24.44%,92.00%,92.00%,92.00%,91.99%,87.50%,,,,,,,,,,,,,
24:25.2,5,500,400,41000,41500,90.00%,30.05%,90.00%,90.00%,90.00%,89.96%,88.00%,,,,,,,,,,,,,
28:48.9,1,500,400,41500,42000,70.00%,50.36%,70.00%,70.00%,70.00%,69.89%,70.00%,,,,,,,,,,,,,
33:08.9,2,500,400,41500,42000,78.00%,39.85%,78.00%,78.00%,78.00%,77.99%,74.00%,,,,,,,,,,,,,
37:29.1,3,500,400,41500,42000,80.00%,46.85%,80.00%,80.00%,80.00%,77.72%,76.00%,,,,,,,,,,,,,
41:48.6,4,500,400,41500,42000,82.00%,47.87%,82.00%,82.00%,82.00%,81.64%,77.50%,,,,,,,,,,,,,
46:08.6,5,500,400,41500,42000,86.00%,35.60%,86.00%,86.00%,86.00%,84.98%,79.20%,,,,,,,,,,,,,
50:33.4,1,500,400,42000,42500,50.00%,93.02%,50.00%,50.00%,50.00%,41.56%,50.00%,,,,,,,,,,,,,
54:54.2,2,500,400,42000,42500,78.00%,46.30%,78.00%,78.00%,78.00%,77.56%,64.00%,,,,,,,,,,,,,
